date,start,end,session,wind_obs,shape_obs,size_obs,verdict,notes
2026-09-18,15:30,17:30,late,windy,shapeless,,bad,"Session disastrous: wind ruined the waves. Wind is the main wave killer at this spot. Forecast had shown light wind (~5 km/h S/SSO)."
